animal_id,nombre,tipo,raza,sexo,fecha_ingreso,refugio
A000550,Lautaro Ezequiel,Gato,Maine Coon,Hembra,2025-06-22,Huellitas
A000544,Pilar,Gato,Siamés,Macho,2024-02-19,Huellitas
A000266,Kiara,Gato,Siamés,Macho,2023-12-31,Huellitas
A000530,Julieta,Gato,Maine Coon,Hembra,2026-05-21,Huellitas
A000522,Thiago Lionel,Gato,Ragdoll,Hembra,2020-06-18,Huellitas
A000521,Fausto,Gato,Ragdoll,Hembra,2026-05-21,Huellitas
A000286,Matilda,Gato,Mestizo,Macho,2026-01-16,Huellitas
A000488,Luca,Gato,Maine Coon,Macho,2026-01-03,Huellitas
A001000,Máximo,Gato,Doméstico de pelo corto,Macho,2020-03-16,Huellitas
A000306,Gael,Gato,Siamés,Macho,2026-05-27,Huellitas
A000311,Julia,Gato,Persa,Hembra,2024-10-28,Huellitas
A000468,Julia,Gato,Doméstico de pelo corto,Macho,2024-04-25,Huellitas
A000467,Thiago Gabriel,Gato,Bengalí,Hembra,2026-04-16,Huellitas
A000319,Josefina,Gato,Mestizo,Hembra,2023-10-05,Huellitas
A000320,Mateo,Gato,Ragdoll,Macho,2025-11-15,Huellitas
A000442,Delfina,Gato,Ragdoll,Hembra,2026-04-22,Huellitas
A000095,Paula,Gato,Maine Coon,Hembra,2023-12-23,Huellitas
A000873,Alvaro,Gato,Bengalí,Hembra,2022-09-28,Huellitas
A000903,Juan Martin,Gato,Ragdoll,Hembra,2017-09-23,Huellitas
A000954,Ciro,Gato,Persa,Hembra,2026-04-29,Huellitas
A000829,Vicente,Gato,Mestizo,Hembra,2026-05-22,Huellitas
A000102,Clara,Gato,Bengalí,Macho,2021-03-11,Huellitas
A000953,Juan Pablo,Gato,Siamés,Macho,2025-11-12,Huellitas
A000833,Lautaro,Gato,Maine Coon,Hembra,2021-05-03,Huellitas
A000942,Camila,Gato,Siamés,Macho,2024-07-05,Huellitas
A000068,Ignacio,Gato,Bengalí,Hembra,2026-06-04,Huellitas
A000897,Felipe,Gato,Maine Coon,Hembra,2024-02-09,Huellitas
A000037,Thiago Nicolas,Gato,Bengalí,Macho,2024-12-18,Huellitas
A000048,Thiago Gabriel,Gato,Maine Coon,Macho,2022-06-27,Huellitas
A000907,Mia Valentina,Gato,Maine Coon,Hembra,2017-10-03,Huellitas
A000848,Isabella,Gato,Doméstico de pelo corto,Macho,2025-12-25,Huellitas
A000860,Ambar,Gato,Persa,Hembra,2021-03-03,Huellitas
A000078,Isabella,Gato,Ragdoll,Hembra,2023-02-10,Huellitas
A000857,Joaquin,Gato,Doméstico de pelo corto,Hembra,2026-02-09,Huellitas
A000915,Benjamin,Gato,Ragdoll,Macho,2026-06-02,Huellitas
A000909,Lucía,Gato,Siamés,Hembra,2024-11-12,Huellitas
A000798,Martina,Gato,Ragdoll,Hembra,2026-05-05,Huellitas
A000058,Ian Ezequiel,Gato,Bengalí,Macho,2023-11-07,Huellitas
A000008,Josefina,Gato,Siamés,Macho,2020-01-17,Huellitas
A000805,Benicio,Gato,Persa,Hembra,2024-12-27,Huellitas
A000055,Santiago,Gato,Siamés,Hembra,2025-10-20,Huellitas
A000806,Priscila,Gato,Ragdoll,Hembra,2023-11-25,Huellitas
A000899,Angel Gabriel,Gato,Ragdoll,Macho,2024-06-28,Huellitas
A000012,Valentino,Gato,Doméstico de pelo corto,Hembra,2025-08-30,Huellitas
A000983,Tiziano,Gato,Siamés,Hembra,2025-07-21,Huellitas
A000816,Salvador,Gato,Doméstico de pelo corto,Macho,2020-04-25,Huellitas
A000105,Martina,Gato,Persa,Hembra,2019-04-19,Huellitas
A000106,Tomàs,Gato,Mestizo,Macho,2020-03-01,Huellitas
A000114,Santino,Gato,Maine Coon,Hembra,2023-12-26,Huellitas
A000875,Catalina,Gato,Ragdoll,Macho,2025-10-23,Huellitas
A000063,Luca,Gato,Doméstico de pelo corto,Hembra,2024-07-27,Huellitas
A000470,Valentina,Perro,Poodle,Macho,2025-07-10,Huellitas
A000508,Mateo,Perro,Labrador,Hembra,2023-07-24,Huellitas
A000444,Luz Milagros,Perro,Golden Retriever,Hembra,2024-02-19,Huellitas
A000524,Mia Jazmin,Perro,Golden Retriever,Hembra,2025-09-13,Huellitas
A000509,Delfina,Perro,Chihuahua,Macho,2025-04-17,Huellitas
A000511,Lucía,Perro,Labrador,Hembra,2025-10-01,Huellitas
A000472,Charo,Perro,Labrador,Macho,2022-02-08,Huellitas
A000498,Bianca,Perro,Golden Retriever,Hembra,2026-02-13,Huellitas
A000500,Lucas,Perro,Beagle,Macho,2020-10-26,Huellitas
A000501,Bruno,Perro,Labrador,Macho,2024-06-09,Huellitas
A000507,Francisco,Perro,Beagle,Macho,2022-07-31,Huellitas
A000512,Sofia,Perro,Pastor Alemán,Macho,2026-01-06,Huellitas
A000431,Francesca,Perro,Poodle,Hembra,2026-04-13,Huellitas
A000499,Bianca,Perro,Bulldog,Hembra,2022-01-23,Huellitas
A000997,Juan Ignacio,Perro,Pastor Alemán,Hembra,2021-06-22,Huellitas
A000373,Juan Ignacio,Perro,Beagle,Macho,2024-08-20,Huellitas
A000380,Federico,Perro,Beagle,Hembra,2026-04-01,Huellitas
A000992,Juan Manuel,Perro,Labrador,Macho,2022-10-26,Huellitas
A000978,Santino Nicolas,Perro,Labrador,Macho,2025-11-27,Huellitas
A000403,Juliana,Perro,Beagle,Hembra,2025-01-25,Huellitas
A000405,Thiago Agustin,Perro,Chihuahua,Hembra,2025-04-14,Huellitas
A000971,Felipe,Perro,Poodle,Hembra,2026-01-19,Huellitas
A000407,Gonzalo,Perro,Poodle,Macho,2022-04-17,Huellitas
A000411,Abigail,Perro,Labrador,Macho,2024-03-10,Huellitas
A000966,Ramiro,Perro,Labrador,Macho,2020-05-29,Huellitas
A000959,Valentino,Perro,Pastor Alemán,Macho,2024-09-02,Huellitas
A000910,Juan Gabriel,Perro,Bulldog,Hembra,2024-12-22,Huellitas
A000938,Alma,Perro,Mestizo,Hembra,2024-10-03,Huellitas
A000933,Ana Paula,Perro,Chihuahua,Hembra,2025-10-04,Huellitas
A000932,Maria Paz,Perro,Poodle,Macho,2021-11-15,Huellitas
A000440,Juan Pablo,Perro,Golden Retriever,Hembra,2024-01-26,Huellitas
A000931,Benjamin,Perro,Golden Retriever,Macho,2017-06-13,Huellitas
A000569,Lorenzo,Perro,Bulldog,Hembra,2025-08-08,Huellitas
A000461,Joaquin,Perro,Poodle,Macho,2025-12-03,Huellitas
A000925,Agustina,Perro,Chihuahua,Hembra,2026-04-26,Huellitas
A000919,Santiago Benjamin,Perro,Bulldog,Macho,2025-08-05,Huellitas
A000462,Ambar,Perro,Chihuahua,Macho,2021-11-23,Huellitas
A000463,Guadalupe,Perro,Bulldog,Hembra,2016-09-28,Huellitas
A000914,Juan Pablo,Perro,Beagle,Macho,2026-04-01,Huellitas
A000756,Lorenzo,Perro,Pastor Alemán,Macho,2016-08-31,Huellitas
A000701,Juan Francisco,Perro,Labrador,Macho,2025-07-21,Huellitas
A000702,Alma,Perro,Pastor Alemán,Hembra,2026-04-09,Huellitas
A000706,Santino Ezequiel,Perro,Beagle,Macho,2023-12-12,Huellitas
A000713,Thiago Joaquin,Perro,Labrador,Macho,2019-06-14,Huellitas
A000841,Juan Bautista,Perro,Poodle,Hembra,2025-04-18,Huellitas
A000834,Morena,Perro,Poodle,Hembra,2017-12-26,Huellitas
A000731,Abril,Perro,Pastor Alemán,Macho,2026-05-04,Huellitas
A000831,Agustin,Perro,Mestizo,Macho,2025-12-23,Huellitas
A000744,Bautista Benjamin,Perro,Pastor Alemán,Macho,2023-07-18,Huellitas
A000820,Ian Ezequiel,Perro,Pastor Alemán,Macho,2023-09-12,Huellitas
A000746,Bruno,Perro,Poodle,Macho,2019-12-18,Huellitas
A000750,Antonio,Perro,Mestizo,Macho,2024-12-27,Huellitas
A000843,Joaquin,Perro,Chihuahua,Hembra,2025-06-01,Huellitas
A000818,Felipe,Perro,Beagle,Macho,2019-12-30,Huellitas
A000764,Olivia,Perro,Labrador,Macho,2018-08-14,Huellitas
A000769,Lucia,Perro,Beagle,Hembra,2024-03-21,Huellitas
A000773,Maria Belen,Perro,Pastor Alemán,Hembra,2025-12-16,Huellitas
A000812,Emma,Perro,Mestizo,Hembra,2022-02-20,Huellitas
A000807,Mateo,Perro,Chihuahua,Macho,2025-12-10,Huellitas
A000783,Dante,Perro,Chihuahua,Hembra,2025-08-25,Huellitas
A000785,Matilda,Perro,Pastor Alemán,Macho,2022-10-10,Huellitas
A000787,Maximo,Perro,Labrador,Hembra,2025-12-04,Huellitas
A000789,Jazmín,Perro,Chihuahua,Macho,2025-09-20,Huellitas
A000799,Nicolas,Perro,Pastor Alemán,Macho,2018-12-01,Huellitas
A000797,Delfina,Perro,Bulldog,Hembra,2021-12-09,Huellitas
A000613,Benicio,Perro,Beagle,Hembra,2026-02-10,Huellitas
A000891,Juana,Perro,Poodle,Hembra,2023-09-25,Huellitas
A000883,Joaquin,Perro,Labrador,Macho,2023-12-17,Huellitas
A000882,Sofia,Perro,Chihuahua,Hembra,2023-05-07,Huellitas
A000557,Lautaro Nicolas,Perro,Poodle,Hembra,2025-11-04,Huellitas
A000560,Guadalupe,Perro,Pastor Alemán,Hembra,2019-12-17,Huellitas
A000576,Thiago Ezequiel,Perro,Labrador,Macho,2020-08-21,Huellitas
A000584,Juan Cruz,Perro,Bulldog,Macho,2024-04-02,Huellitas
A000871,Catalina,Perro,Mestizo,Macho,2023-12-13,Huellitas
A000597,Emma,Perro,Labrador,Macho,2020-03-31,Huellitas
A000602,Gabriel,Perro,Golden Retriever,Macho,2026-01-12,Huellitas
A000603,Josefina,Perro,Bulldog,Hembra,2025-12-05,Huellitas
A000605,Agustin,Perro,Chihuahua,Macho,2026-04-27,Huellitas
A000539,Delfina,Perro,Labrador,Macho,2023-12-27,Huellitas
A000862,Santino,Perro,Mestizo,Hembra,2023-04-19,Huellitas
A000625,Francesco,Perro,Chihuahua,Macho,2025-06-22,Huellitas
A000856,Bruno,Perro,Bulldog,Hembra,2023-07-17,Huellitas
A000635,Bianca,Perro,Beagle,Hembra,2025-10-22,Huellitas
A000636,Guillermina,Perro,Labrador,Macho,2026-05-05,Huellitas
A000639,Abril,Perro,Golden Retriever,Hembra,2025-01-12,Huellitas
A000855,Antonella,Perro,Pastor Alemán,Hembra,2024-07-19,Huellitas
A000656,Lucía,Perro,Bulldog,Hembra,2022-12-18,Huellitas
A000852,Lautaro Gabriel,Perro,Golden Retriever,Macho,2018-01-28,Huellitas
A000691,Thiago Benjamin,Perro,Chihuahua,Hembra,2023-05-17,Huellitas
A000845,Octavio,Perro,Beagle,Hembra,2017-09-10,Huellitas
A000844,Juana,Perro,Pastor Alemán,Hembra,2023-06-12,Huellitas
A000291,Tobias,Perro,Bulldog,Hembra,2025-02-28,Huellitas
A000101,Kiara,Perro,Mestizo,Macho,2025-09-30,Huellitas
A000175,Santiago,Perro,Labrador,Hembra,2026-05-12,Huellitas
A000100,Emma,Perro,Bulldog,Macho,2026-03-25,Huellitas
A000324,Salvador,Perro,Chihuahua,Hembra,2025-04-05,Huellitas
A000318,Facundo,Perro,Pastor Alemán,Hembra,2025-11-06,Huellitas
A000177,Valentina,Perro,Poodle,Hembra,2022-08-21,Huellitas
A000315,Felipe,Perro,Labrador,Macho,2024-11-18,Huellitas
A000179,Victoria,Perro,Mestizo,Macho,2024-06-01,Huellitas
A000309,Valentin,Perro,Bulldog,Hembra,2026-01-10,Huellitas
A000098,Julieta,Perro,Bulldog,Hembra,2022-11-23,Huellitas
A000097,Juan Gabriel,Perro,Pastor Alemán,Macho,2026-06-05,Huellitas
A000030,Francisco,Perro,Pastor Alemán,Macho,2018-07-18,Huellitas
A000094,Bautista Benjamin,Perro,Chihuahua,Hembra,2020-12-13,Huellitas
A000193,Sofia,Perro,Mestizo,Hembra,2019-02-14,Huellitas
A000032,Francesco,Perro,Labrador,Hembra,2018-03-26,Huellitas
A000187,Julieta,Perro,Poodle,Macho,2023-11-10,Huellitas
A000033,Ignacio,Perro,Chihuahua,Macho,2026-01-22,Huellitas
A000084,Lola,Perro,Bulldog,Macho,2025-06-20,Huellitas
A000076,Francesco,Perro,Golden Retriever,Hembra,2023-07-31,Huellitas
A000208,Mateo Agustin,Perro,Pastor Alemán,Macho,2017-11-29,Huellitas
A000270,Camila,Perro,Mestizo,Hembra,2021-11-21,Huellitas
A000269,Lautaro Ezequiel,Perro,Chihuahua,Macho,2019-09-07,Huellitas
A000212,Benjamin,Perro,Mestizo,Macho,2026-01-22,Huellitas
A000256,Faustino,Perro,Poodle,Macho,2025-12-19,Huellitas
A000224,Alma,Perro,Chihuahua,Macho,2024-01-07,Huellitas
A000247,Maximiliano,Perro,Chihuahua,Macho,2025-07-12,Huellitas
A000047,Tiziano Benjamin,Perro,Mestizo,Hembra,2025-10-19,Huellitas
A000245,Augusto,Perro,Chihuahua,Hembra,2024-03-17,Huellitas
A000059,Bautista,Perro,Poodle,Macho,2026-03-22,Huellitas
A000235,Bautista,Perro,Poodle,Hembra,2020-03-04,Huellitas
A000051,Mateo,Perro,Beagle,Macho,2024-09-06,Huellitas
A000368,Emma,Perro,Poodle,Hembra,2025-09-07,Huellitas
A000350,Nahiara Jazmin,Perro,Mestizo,Macho,2025-07-21,Huellitas
A000326,Juan Ignacio,Perro,Bulldog,Macho,2020-08-06,Huellitas
A000009,Milo,Perro,Pastor Alemán,Hembra,2024-06-21,Huellitas
A000140,Valentina Jazmin,Perro,Bulldog,Hembra,2025-08-24,Huellitas
A000123,Gael,Perro,Pastor Alemán,Hembra,2025-01-30,Huellitas
A000344,Mateo,Perro,Chihuahua,Hembra,2024-03-17,Huellitas
A000149,Lucia,Perro,Golden Retriever,Hembra,2024-05-18,Huellitas
A000121,Juan Ignacio,Perro,Bulldog,Macho,2025-04-27,Huellitas
A000150,Zoe,Perro,Pastor Alemán,Macho,2024-05-02,Huellitas
A000151,Benjamin,Perro,Poodle,Hembra,2026-05-27,Huellitas
A000117,Delfina,Perro,Beagle,Hembra,2023-05-27,Huellitas
A000108,Franco,Perro,Poodle,Hembra,2025-11-14,Huellitas
A000125,Alma Mia,Perro,Chihuahua,Hembra,2026-05-13,Huellitas
A000328,Agustín,Perro,Poodle,Hembra,2025-10-10,Huellitas
A000132,Tobias,Perro,Bulldog,Macho,2026-03-26,Huellitas
A000164,Benjamin,Perro,Mestizo,Macho,2023-12-22,Huellitas
A000167,Isabella,Perro,Golden Retriever,Hembra,2017-12-13,Huellitas
A000334,Lola,Perro,Chihuahua,Macho,2025-02-09,Huellitas
A000126,Gonzalo,Perro,Pastor Alemán,Macho,2019-09-06,Huellitas
A000062,Santiago,Gato,Bengalí,Macho,2020-01-09,Patitas Felices
A000619,Matias,Gato,Siamés,Macho,2025-11-04,Patitas Felices
A000626,Joaquin,Gato,Bengalí,Macho,2025-01-03,Patitas Felices
A000654,Camilo,Gato,Mestizo,Hembra,2024-09-23,Patitas Felices
A000595,Malena,Gato,Mestizo,Macho,2022-07-11,Patitas Felices
A000622,Nina,Gato,Doméstico de pelo corto,Hembra,2025-10-18,Patitas Felices
A000145,Bautista,Gato,Maine Coon,Hembra,2019-12-28,Patitas Felices
A000631,Benicio,Gato,Ragdoll,Macho,2026-01-10,Patitas Felices
A000064,Ludmila,Gato,Bengalí,Macho,2025-11-30,Patitas Felices
A000803,Francisco,Gato,Siamés,Macho,2025-11-24,Patitas Felices
A000890,Tiziano Valentin,Gato,Mestizo,Hembra,2024-12-05,Patitas Felices
A000216,Martina,Gato,Maine Coon,Macho,2022-10-13,Patitas Felices
A000139,Bautista,Gato,Ragdoll,Macho,2025-11-12,Patitas Felices
A000060,Felipe,Gato,Doméstico de pelo corto,Macho,2025-12-24,Patitas Felices
A000136,Elena,Gato,Maine Coon,Macho,2024-06-11,Patitas Felices
A000880,Maximo,Gato,Persa,Macho,2023-06-21,Patitas Felices
A000606,Lautaro,Gato,Ragdoll,Macho,2024-07-23,Patitas Felices
A000222,Francisco,Gato,Ragdoll,Hembra,2018-05-22,Patitas Felices
A000061,Delfina,Gato,Ragdoll,Macho,2026-03-08,Patitas Felices
A000124,Luisana,Gato,Mestizo,Hembra,2024-09-11,Patitas Felices
A000781,Thiago Benjamin,Gato,Ragdoll,Macho,2025-06-01,Patitas Felices
A000881,Maria Victoria,Gato,Bengalí,Macho,2026-04-29,Patitas Felices
A000057,Juan Ignacio,Gato,Ragdoll,Hembra,2025-03-14,Patitas Felices
A000736,Mateo Benjamin,Gato,Mestizo,Hembra,2023-08-07,Patitas Felices
A000823,Tomàs,Gato,Doméstico de pelo corto,Hembra,2024-09-12,Patitas Felices
A000173,Lorenzo,Gato,Siamés,Hembra,2026-05-14,Patitas Felices
A000174,Benicio,Gato,Maine Coon,Macho,2023-12-04,Patitas Felices
A000169,Bautista,Gato,Siamés,Hembra,2026-03-03,Patitas Felices
A000821,Benjamin,Gato,Doméstico de pelo corto,Hembra,2021-08-27,Patitas Felices
A000104,Agustín,Gato,Bengalí,Hembra,2024-03-12,Patitas Felices
A000707,Maria Luz,Gato,Doméstico de pelo corto,Hembra,2026-03-25,Patitas Felices
A000742,Milo,Gato,Ragdoll,Macho,2022-09-10,Patitas Felices
A000163,Mia Morena,Gato,Doméstico de pelo corto,Hembra,2026-04-05,Patitas Felices
A000184,Emma,Gato,Bengalí,Macho,2025-11-09,Patitas Felices
A000186,Mia Morena,Gato,Doméstico de pelo corto,Macho,2021-12-31,Patitas Felices
A000836,Lautaro Benjamin,Gato,Mestizo,Hembra,2026-05-19,Patitas Felices
A000637,Bautista,Gato,Persa,Macho,2022-09-09,Patitas Felices
A000188,Benjamin,Gato,Doméstico de pelo corto,Hembra,2025-10-30,Patitas Felices
A000687,Franco,Gato,Bengalí,Hembra,2024-02-02,Patitas Felices
A000090,Alma Valentina,Gato,Mestizo,Macho,2024-08-20,Patitas Felices
A000669,Santiago Benjamin,Gato,Doméstico de pelo corto,Macho,2023-04-13,Patitas Felices
A000667,Santiago,Gato,Bengalí,Macho,2022-02-09,Patitas Felices
A000665,Bautista,Gato,Doméstico de pelo corto,Macho,2025-04-13,Patitas Felices
A000657,Valentino,Gato,Maine Coon,Macho,2018-10-20,Patitas Felices
A000766,Sofía,Gato,Ragdoll,Hembra,2018-06-25,Patitas Felices
A000081,Lautaro Benjamin,Gato,Ragdoll,Hembra,2016-12-19,Patitas Felices
A000075,Ramiro,Gato,Siamés,Hembra,2025-09-16,Patitas Felices
A000202,Sofia,Gato,Mestizo,Hembra,2026-05-14,Patitas Felices
A000642,Nina,Gato,Siamés,Hembra,2020-04-28,Patitas Felices
A000866,Tomàs,Gato,Maine Coon,Macho,2021-04-24,Patitas Felices
A000303,Clara,Gato,Doméstico de pelo corto,Macho,2026-03-07,Patitas Felices
A000038,Juana,Gato,Ragdoll,Macho,2024-12-23,Patitas Felices
A000342,Alma,Gato,Maine Coon,Macho,2017-01-13,Patitas Felices
A000017,Alma,Gato,Ragdoll,Hembra,2026-05-29,Patitas Felices
A000466,Simon,Gato,Mestizo,Hembra,2026-02-14,Patitas Felices
A000519,Santino Agustin,Gato,Persa,Hembra,2026-05-23,Patitas Felices
A000930,Tiziano,Gato,Bengalí,Hembra,2025-05-26,Patitas Felices
A000338,Jeronimo,Gato,Siamés,Macho,2016-06-06,Patitas Felices
A000964,Ignacio,Gato,Ragdoll,Hembra,2023-09-21,Patitas Felices
A000035,Isabella,Gato,Maine Coon,Macho,2025-08-11,Patitas Felices
A000034,Uma ,Gato,Persa,Hembra,2022-07-14,Patitas Felices
A000281,Delfina,Gato,Doméstico de pelo corto,Hembra,2026-05-31,Patitas Felices
A000962,Antonia,Gato,Persa,Macho,2017-05-17,Patitas Felices
A000935,Josefina,Gato,Mestizo,Macho,2022-10-09,Patitas Felices
A000410,Juan Cruz,Gato,Doméstico de pelo corto,Macho,2025-11-07,Patitas Felices
A000979,Bianca,Gato,Doméstico de pelo corto,Macho,2026-04-13,Patitas Felices
A000290,Francisca,Gato,Mestizo,Hembra,2024-11-13,Patitas Felices
A000943,Maximo,Gato,Persa,Hembra,2026-04-25,Patitas Felices
A000295,Tomàs,Gato,Persa,Hembra,2025-03-10,Patitas Felices
A000982,Francisco,Gato,Ragdoll,Macho,2025-10-10,Patitas Felices
A000419,Emilia,Gato,Persa,Hembra,2024-06-15,Patitas Felices
A000337,Giuliana,Gato,Maine Coon,Hembra,2026-01-21,Patitas Felices
A000336,Delfina,Gato,Ragdoll,Macho,2023-12-21,Patitas Felices
A000491,Benicio,Gato,Mestizo,Macho,2026-02-18,Patitas Felices
A000429,Mateo,Gato,Persa,Hembra,2018-10-26,Patitas Felices
A000335,Oriana,Gato,Siamés,Hembra,2024-02-24,Patitas Felices
A000957,Juana,Gato,Ragdoll,Macho,2019-10-12,Patitas Felices
A000331,Delfina,Gato,Bengalí,Hembra,2025-11-24,Patitas Felices
A000347,Santino Agustin,Gato,Ragdoll,Macho,2026-01-22,Patitas Felices
A000901,Tomas,Gato,Mestizo,Macho,2024-11-08,Patitas Felices
A000999,Pilar,Gato,Siamés,Macho,2024-08-28,Patitas Felices
A000578,Martina,Gato,Doméstico de pelo corto,Hembra,2026-01-05,Patitas Felices
A000238,Joaquin,Gato,Siamés,Hembra,2023-11-05,Patitas Felices
A000379,Maria Emilia,Gato,Bengalí,Macho,2021-08-18,Patitas Felices
A000359,Mateo,Gato,Bengalí,Hembra,2021-04-22,Patitas Felices
A000562,Sebastian,Gato,Persa,Hembra,2023-09-25,Patitas Felices
A000387,Milagros,Gato,Doméstico de pelo corto,Hembra,2024-05-18,Patitas Felices
A000251,Maia,Gato,Bengalí,Hembra,2024-12-16,Patitas Felices
A000912,Bautista,Gato,Bengalí,Hembra,2025-12-11,Patitas Felices
A000552,Pedro,Gato,Siamés,Hembra,2021-03-17,Patitas Felices
A000388,Juana,Gato,Siamés,Hembra,2025-11-28,Patitas Felices
A000389,Luisana,Gato,Bengalí,Hembra,2026-05-16,Patitas Felices
A000448,Maximiliano,Gato,Doméstico de pelo corto,Macho,2022-09-05,Patitas Felices
A000913,Amparo,Gato,Bengalí,Hembra,2018-08-03,Patitas Felices
A000547,Tiziano Benjamin,Gato,Doméstico de pelo corto,Hembra,2021-02-09,Patitas Felices
A000260,Joaquina,Gato,Maine Coon,Hembra,2025-11-21,Patitas Felices
A000041,Constanza,Gato,Siamés,Macho,2025-02-18,Patitas Felices
A000460,Santino,Gato,Doméstico de pelo corto,Hembra,2020-12-25,Patitas Felices
A000355,Maria Victoria,Gato,Persa,Macho,2026-05-25,Patitas Felices
A000404,Tiziano Valentin,Gato,Siamés,Macho,2026-01-31,Patitas Felices
A000039,Tiziano,Gato,Doméstico de pelo corto,Macho,2022-06-27,Patitas Felices
A000977,Emanuel,Perro,Bulldog,Hembra,2020-06-10,Patitas Felices
A000975,Francesco,Perro,Bulldog,Macho,2025-02-16,Patitas Felices
A000828,Ema,Perro,Golden Retriever,Macho,2025-11-01,Patitas Felices
A000029,Carmela,Perro,Beagle,Hembra,2023-07-13,Patitas Felices
A000115,Mateo Joaquin,Perro,Golden Retriever,Macho,2025-02-20,Patitas Felices
A000814,Martina,Perro,Mestizo,Macho,2024-10-12,Patitas Felices
A000014,Mia,Perro,Poodle,Macho,2022-03-21,Patitas Felices
A000810,Catalina,Perro,Mestizo,Macho,2024-09-18,Patitas Felices
A000809,Alfonsina,Perro,Beagle,Hembra,2023-08-24,Patitas Felices
A000985,Benjamin Ezequiel,Perro,Pastor Alemán,Macho,2021-03-14,Patitas Felices
