animal_id,nombre,tipo,raza,sexo,fecha_ingreso,refugio
A000120,Tiziano Valentin,Perro,Golden Retriever,Macho,2024-07-20,Huellitas
A000146,Santino,Perro,Mestizo,Macho,2022-04-21,Huellitas
A000329,Guadalupe,Perro,Bulldog,Macho,2023-03-03,Huellitas
A000304,Josefina,Perro,Mestizo,Hembra,2025-01-03,Huellitas
A000327,Bianca,Perro,Poodle,Hembra,2025-06-13,Huellitas
A000323,Sofia,Perro,Pastor Alemán,Hembra,2026-02-13,Huellitas
A000314,Francesco,Perro,Golden Retriever,Macho,2024-02-25,Huellitas
A000318,Santiago,Perro,Chihuahua,Macho,2025-02-14,Huellitas
A000055,Emiliano,Gato,Persa,Macho,2025-11-16,Patitas Felices
A000692,Juan Ignacio,Gato,Siamés,Hembra,2024-02-08,Patitas Felices
A000703,Máximo,Gato,Mestizo,Hembra,2026-05-28,Patitas Felices
A000207,Sebastian,Gato,Bengalí,Macho,2024-02-05,Patitas Felices
A000203,Lucas Ezequiel,Gato,Bengalí,Hembra,2023-11-22,Patitas Felices
A000394,Elena,Gato,Bengalí,Macho,2024-06-06,Patitas Felices
A000593,Agustín,Gato,Maine Coon,Macho,2024-08-31,Patitas Felices
A000694,Victoria,Gato,Doméstico de pelo corto,Hembra,2016-01-05,Patitas Felices
A000604,Tomas,Gato,Doméstico de pelo corto,Macho,2021-11-24,Patitas Felices
A000693,Julia,Gato,Mestizo,Macho,2024-01-24,Patitas Felices
A000610,Gonzalo,Gato,Siamés,Hembra,2024-09-06,Patitas Felices
A000689,Maximo,Gato,Maine Coon,Macho,2025-05-21,Patitas Felices
A000396,Santino Ezequiel,Gato,Ragdoll,Hembra,2023-09-04,Patitas Felices
A000089,Lucas,Gato,Siamés,Hembra,2022-09-27,Patitas Felices
A000319,Santiago,Gato,Ragdoll,Hembra,2025-09-19,Patitas Felices
A000570,Renata,Gato,Mestizo,Hembra,2025-09-18,Patitas Felices
A000399,Juan Pablo,Gato,Maine Coon,Hembra,2025-12-28,Patitas Felices
A000895,Josefina,Gato,Persa,Hembra,2026-05-20,Patitas Felices
A000091,Juliana,Gato,Mestizo,Hembra,2026-01-24,Patitas Felices
A000360,Agustina,Gato,Mestizo,Hembra,2019-09-27,Patitas Felices
A000223,Juliana,Gato,Bengalí,Macho,2023-06-06,Patitas Felices
A000224,Milagros,Gato,Bengalí,Macho,2025-10-24,Patitas Felices
A000905,Juana,Gato,Doméstico de pelo corto,Macho,2023-04-09,Patitas Felices
A000907,Sebastian,Gato,Bengalí,Hembra,2026-05-12,Patitas Felices
A000549,Luca,Gato,Persa,Hembra,2026-05-03,Patitas Felices
A000229,Isabella,Gato,Ragdoll,Macho,2022-10-09,Patitas Felices
A000644,Rafael,Gato,Bengalí,Hembra,2022-03-28,Patitas Felices
A000667,Alma Mia,Gato,Persa,Macho,2023-12-21,Patitas Felices
A000326,Constantino,Gato,Mestizo,Macho,2024-09-02,Patitas Felices
A000076,Facundo,Gato,Siamés,Hembra,2024-01-21,Patitas Felices
A000324,Thiago,Gato,Mestizo,Hembra,2021-10-27,Patitas Felices
A000839,Joaquin,Gato,Doméstico de pelo corto,Macho,2022-11-21,Patitas Felices
A000393,Federico,Gato,Ragdoll,Macho,2025-01-29,Patitas Felices
A000390,Ludmila,Gato,Siamés,Hembra,2024-03-24,Patitas Felices
A000844,Genaro,Gato,Doméstico de pelo corto,Macho,2019-10-11,Patitas Felices
A000652,Julieta,Gato,Persa,Macho,2023-01-21,Patitas Felices
A000172,Ian Benjamin,Gato,Maine Coon,Hembra,2022-08-28,Patitas Felices
A000650,Felipe,Gato,Siamés,Hembra,2020-04-20,Patitas Felices
A000174,Mateo Benjamin,Gato,Bengalí,Hembra,2025-12-12,Patitas Felices
A000365,Delfina,Gato,Doméstico de pelo corto,Hembra,2021-04-19,Patitas Felices
A000817,Guadalupe,Gato,Ragdoll,Hembra,2023-12-30,Patitas Felices
A000824,Dante,Gato,Mestizo,Hembra,2022-10-04,Patitas Felices
A000848,Violeta,Gato,Maine Coon,Hembra,2026-01-23,Patitas Felices
A000364,Mateo Benjamin,Gato,Maine Coon,Hembra,2021-06-29,Patitas Felices
A000820,Agustín,Gato,Doméstico de pelo corto,Hembra,2025-09-17,Patitas Felices
A000184,Delfina,Gato,Persa,Hembra,2025-01-21,Patitas Felices
A000630,Alma Mia,Gato,Persa,Macho,2025-08-26,Patitas Felices
A000067,Ivan,Gato,Ragdoll,Hembra,2023-12-04,Patitas Felices
A000387,Delfina,Gato,Siamés,Hembra,2026-05-31,Patitas Felices
A000191,Gonzalo,Gato,Ragdoll,Macho,2025-12-02,Patitas Felices
A000681,Facundo,Gato,Siamés,Macho,2018-06-14,Patitas Felices
A000622,Ignacio,Gato,Doméstico de pelo corto,Hembra,2017-10-24,Patitas Felices
A000616,Morena,Gato,Siamés,Hembra,2026-02-11,Patitas Felices
A000713,Camila,Gato,Doméstico de pelo corto,Hembra,2021-04-27,Patitas Felices
A000970,Geronimo,Gato,Bengalí,Macho,2024-01-19,Patitas Felices
A000099,Ambar,Gato,Siamés,Macho,2025-01-23,Patitas Felices
A000033,Clara,Gato,Siamés,Macho,2022-12-14,Patitas Felices
A000502,Luca,Gato,Siamés,Hembra,2025-12-24,Patitas Felices
A000748,Priscila,Gato,Bengalí,Macho,2023-01-31,Patitas Felices
A000277,Martina,Gato,Mestizo,Macho,2021-06-25,Patitas Felices
A000486,Tomàs,Gato,Bengalí,Hembra,2025-06-21,Patitas Felices
A000282,Oriana,Gato,Persa,Macho,2018-04-12,Patitas Felices
A000482,Emilia,Gato,Siamés,Macho,2026-04-29,Patitas Felices
A000478,Juan Martin,Gato,Bengalí,Macho,2024-11-06,Patitas Felices
A000755,Gabriel,Gato,Bengalí,Macho,2017-08-08,Patitas Felices
A000758,Lola,Gato,Ragdoll,Hembra,2017-12-05,Patitas Felices
A000112,Maximiliano,Gato,Ragdoll,Hembra,2020-11-27,Patitas Felices
A000733,Thiago,Gato,Bengalí,Macho,2024-04-14,Patitas Felices
A000287,Martina,Gato,Bengalí,Macho,2022-03-24,Patitas Felices
A000760,Enzo,Gato,Doméstico de pelo corto,Hembra,2025-05-17,Patitas Felices
A000019,Mateo Benjamin,Gato,Ragdoll,Hembra,2024-02-18,Patitas Felices
A000340,Simon,Gato,Maine Coon,Macho,2017-11-17,Patitas Felices
A000373,Gino,Gato,Siamés,Hembra,2025-11-04,Patitas Felices
A000296,Martina,Gato,Ragdoll,Hembra,2023-07-18,Patitas Felices
A000015,Emma,Gato,Maine Coon,Macho,2016-04-19,Patitas Felices
A000444,Martina,Gato,Doméstico de pelo corto,Macho,2024-09-06,Patitas Felices
A000988,Sofia,Gato,Maine Coon,Macho,2023-09-01,Patitas Felices
A000990,Ana Paula,Gato,Bengalí,Macho,2016-07-05,Patitas Felices
A000012,Valentino,Gato,Maine Coon,Hembra,2018-05-28,Patitas Felices
A000110,Thiago Benjamin,Gato,Mestizo,Macho,2026-05-15,Patitas Felices
A000783,Valentino,Gato,Bengalí,Macho,2026-03-08,Patitas Felices
A000231,Martina,Gato,Doméstico de pelo corto,Hembra,2017-06-18,Patitas Felices
A000092,Emanuel,Gato,Siamés,Macho,2025-04-04,Patitas Felices
A000798,Pilar,Gato,Maine Coon,Hembra,2024-12-24,Patitas Felices
A000125,Ludmila,Gato,Bengalí,Macho,2019-03-03,Patitas Felices
A000917,Isabella,Gato,Mestizo,Macho,2024-12-16,Patitas Felices
A000533,Valentina Jazmin,Gato,Doméstico de pelo corto,Hembra,2022-06-13,Patitas Felices
A000242,Juan Ignacio,Gato,Siamés,Hembra,2025-12-05,Patitas Felices
A000244,Mia Valentina,Gato,Siamés,Hembra,2022-07-20,Patitas Felices
A000790,Carmela,Gato,Bengalí,Hembra,2024-03-01,Patitas Felices
A000789,Guillermina,Gato,Siamés,Hembra,2020-04-04,Patitas Felices
A000920,Julian,Gato,Persa,Macho,2018-12-17,Patitas Felices
A000726,Kiara,Gato,Bengalí,Macho,2025-07-25,Patitas Felices
A000515,Mateo Agustin,Gato,Mestizo,Hembra,2025-07-12,Patitas Felices
A000414,Martina,Gato,Mestizo,Hembra,2026-02-17,Patitas Felices
A000097,Thiago Joaquin,Gato,Persa,Hembra,2023-05-04,Patitas Felices
A000038,Benjamin Alejandro,Gato,Doméstico de pelo corto,Macho,2026-04-20,Patitas Felices
A000312,Alvaro,Gato,Bengalí,Hembra,2023-02-07,Patitas Felices
A000257,Ema,Gato,Ragdoll,Hembra,2021-09-07,Patitas Felices
A000250,Maria Emilia,Gato,Ragdoll,Hembra,2023-01-20,Patitas Felices
A000105,Juan Pablo,Perro,Golden Retriever,Hembra,2024-01-26,Patitas Felices
A000816,Paula,Perro,Mestizo,Macho,2022-01-18,Patitas Felices
A000887,Facundo,Perro,Pastor Alemán,Hembra,2026-04-17,Patitas Felices
A000371,Ezequiel,Perro,Pastor Alemán,Macho,2024-01-14,Patitas Felices
A000095,Mateo Joaquin,Perro,Labrador,Macho,2026-02-27,Patitas Felices
A000096,Lautaro Nahuel,Perro,Poodle,Hembra,2025-09-18,Patitas Felices
A000776,Jeremias,Perro,Labrador,Hembra,2021-12-02,Patitas Felices
A000083,Tiziano Benjamin,Perro,Labrador,Hembra,2020-12-18,Patitas Felices
A000774,Pedro,Perro,Beagle,Macho,2026-02-12,Patitas Felices
A000787,Lorenzo,Perro,Labrador,Macho,2024-05-07,Patitas Felices
A000108,Ramiro,Perro,Poodle,Macho,2025-09-15,Patitas Felices
A000809,Alma,Perro,Chihuahua,Macho,2020-09-11,Patitas Felices
A000821,Enzo,Perro,Pastor Alemán,Macho,2024-11-27,Patitas Felices
A000031,Guadalupe,Perro,Mestizo,Hembra,2024-08-04,Patitas Felices
A000913,Giovanni,Perro,Poodle,Hembra,2026-05-02,Patitas Felices
A000050,Renata,Perro,Poodle,Hembra,2025-11-17,Patitas Felices
A000915,Olivia,Perro,Bulldog,Hembra,2025-10-30,Patitas Felices
A000047,Francisca,Perro,Poodle,Macho,2018-06-02,Patitas Felices
A000046,Juana,Perro,Pastor Alemán,Macho,2022-11-29,Patitas Felices
A000043,Ramiro,Perro,Bulldog,Hembra,2021-10-24,Patitas Felices
A000923,Thiago Benjamin,Perro,Bulldog,Hembra,2026-04-18,Patitas Felices
A000041,Octavio,Perro,Mestizo,Hembra,2025-01-16,Patitas Felices
A000936,Luz Milagros,Perro,Mestizo,Hembra,2026-04-15,Patitas Felices
A000350,Maria Belen,Perro,Golden Retriever,Macho,2021-04-19,Patitas Felices
A000348,Ambar,Perro,Bulldog,Hembra,2023-07-25,Patitas Felices
A000354,Lisandro,Perro,Mestizo,Hembra,2021-12-01,Patitas Felices
A000948,Santiago,Perro,Bulldog,Hembra,2021-05-27,Patitas Felices
A000030,Luana,Perro,Bulldog,Hembra,2026-04-04,Patitas Felices
A000950,Martina,Perro,Poodle,Hembra,2023-10-04,Patitas Felices
A000952,Angelina,Perro,Chihuahua,Hembra,2022-03-24,Patitas Felices
A000345,Valentino,Perro,Beagle,Macho,2022-03-07,Patitas Felices
A000962,Santino,Perro,Golden Retriever,Macho,2025-10-19,Patitas Felices
A000024,Martina,Perro,Beagle,Macho,2025-02-23,Patitas Felices
A000021,Francisco,Perro,Labrador,Hembra,2025-01-24,Patitas Felices
