animal_id,nombre,tipo,raza,fecha_ingreso,sexo,refugio
A000884,Octavio,Gato,Bengalí,2023-12-06,Hembra,Huellitas
A000891,Maia,Gato,Siamés,2023-07-15,Macho,Huellitas
A000901,Bautista,Gato,Maine Coon,2026-05-25,Hembra,Huellitas
A000903,Thiago Emanuel,Gato,Maine Coon,2024-12-21,Macho,Huellitas
A000800,Valentino,Gato,Persa,2022-10-06,Macho,Huellitas
A000918,Valentino,Gato,Bengalí,2023-12-24,Hembra,Huellitas
A000922,Santiago,Gato,Mestizo,2024-07-30,Hembra,Huellitas
A000927,Joaquín,Gato,Persa,2021-11-30,Macho,Huellitas
A000929,Juan Ignacio,Gato,Mestizo,2023-03-08,Hembra,Huellitas
A000945,Malena,Gato,Persa,2018-03-03,Hembra,Huellitas
A000967,Juan Cruz,Gato,Siamés,2020-12-15,Macho,Huellitas
A000972,Camila,Gato,Mestizo,2026-05-24,Macho,Huellitas
A000973,Tomàs,Gato,Persa,2022-12-09,Macho,Huellitas
A000975,Juan Cruz,Gato,Maine Coon,2025-11-19,Macho,Huellitas
A000982,Lorenzo,Gato,Bengalí,2024-02-06,Macho,Huellitas
A000996,Mateo Joaquin,Gato,Persa,2025-12-02,Macho,Huellitas
A000998,Felipe,Gato,Maine Coon,2025-07-26,Macho,Huellitas
A000671,Nahuel,Gato,Bengalí,2026-05-16,Macho,Huellitas
A000524,Santino,Gato,Persa,2020-04-25,Macho,Huellitas
A000535,Olivia,Gato,Persa,2025-10-16,Macho,Huellitas
A000540,Ludmila,Gato,Doméstico de pelo corto,2022-04-18,Macho,Huellitas
A000556,Santino Benjamin,Gato,Ragdoll,2020-11-16,Hembra,Huellitas
A000562,Camila,Gato,Bengalí,2024-02-17,Hembra,Huellitas
A000571,Thiago Benjamin,Gato,Persa,2026-05-13,Macho,Huellitas
A000623,Thiago,Gato,Persa,2024-02-29,Hembra,Huellitas
A000628,Mora,Gato,Doméstico de pelo corto,2025-12-08,Macho,Huellitas
A000629,Facundo,Gato,Doméstico de pelo corto,2022-12-20,Macho,Huellitas
A000636,Gonzalo,Gato,Bengalí,2022-06-02,Macho,Huellitas
A000650,Renata,Gato,Persa,2021-04-14,Hembra,Huellitas
A000662,Benicio,Gato,Siamés,2023-07-27,Hembra,Huellitas
A000396,Maia,Gato,Mestizo,2025-12-18,Macho,Huellitas
A000675,Santino,Gato,Mestizo,2023-09-23,Hembra,Huellitas
A000679,Ramiro,Gato,Persa,2025-07-25,Hembra,Huellitas
A000680,Ivan,Gato,Ragdoll,2021-10-14,Hembra,Huellitas
A000706,Elena,Gato,Mestizo,2025-09-27,Macho,Huellitas
A000732,Charo,Gato,Siamés,2025-07-23,Hembra,Huellitas
A000737,Juan Ignacio,Gato,Mestizo,2025-08-13,Hembra,Huellitas
A000744,Valentin,Gato,Mestizo,2023-10-31,Hembra,Huellitas
A000746,Juan Martin,Gato,Ragdoll,2025-03-03,Macho,Huellitas
A000757,Joaquin,Gato,Siamés,2018-09-26,Hembra,Huellitas
A000770,Giuliana,Gato,Doméstico de pelo corto,2025-03-06,Macho,Huellitas
A000774,Ian Ezequiel,Gato,Ragdoll,2020-09-20,Macho,Huellitas
A000786,Tobias,Gato,Maine Coon,2018-09-11,Hembra,Huellitas
A678917,Louisa,Gato,Domestic Shorthair Mix,2014-05-20,Macho,Huellitas
A683224,,Gato,Domestic Shorthair Mix,2014-07-08,Macho,Huellitas
A688321,Jenny,Gato,Domestic Shorthair Mix,2014-09-21,Macho,Huellitas
A689192,,Gato,Domestic Shorthair Mix,2014-09-30,Macho,Huellitas
A686312,,Gato,Domestic Shorthair Mix,2014-08-20,Macho,Huellitas
A666536,,Gato,Domestic Shorthair Mix,2013-11-05,Macho,Huellitas
A684441,,Gato,Domestic Shorthair Mix,2014-07-23,Macho,Huellitas
A680094,,Gato,Domestic Shorthair,2014-05-29,Desconocido,Huellitas
A672589,,Gato,Domestic Medium Hair Mix,2014-02-13,Macho,Huellitas
A680380,,Gato,Domestic Shorthair Mix,2014-07-11,Macho,Huellitas
A669603,Gimpy Cb,Gato,Siamese Mix,2013-12-23,Macho,Huellitas
A679310,,Gato,Domestic Shorthair Mix,2014-07-03,Macho,Huellitas
A677564,,Gato,Domestic Shorthair Mix,2014-04-26,Macho,Huellitas
A675125,,Gato,Domestic Shorthair Mix,2014-03-23,Macho,Huellitas
A682065,Baby,Gato,Domestic Shorthair Mix,2014-06-23,Macho,Huellitas
A681701,,Gato,Domestic Shorthair Mix,2014-06-19,Macho,Huellitas
A678376,,Gato,Domestic Shorthair Mix,2014-05-12,Macho,Huellitas
A672636,,Other,Raccoon,2014-02-13,Desconocido,Huellitas
A680107,,Other,Raccoon,2014-05-30,Desconocido,Huellitas
A679553,,Other,Bat,2014-05-22,Desconocido,Huellitas
A676666,,Other,Raccoon Mix,2014-04-13,Desconocido,Huellitas
A682058,,Other,Bat Mix,2014-06-23,Desconocido,Huellitas
A685713,,Other,Armadillo Mix,2014-08-12,Desconocido,Huellitas
A692480,,Other,Bat Mix,2014-11-21,Desconocido,Huellitas
A680208,,Other,Bat,2014-05-30,Desconocido,Huellitas
A683115,,Other,Bat Mix,2014-07-07,Desconocido,Huellitas
A669523,,Other,Bat Mix,2013-12-22,Desconocido,Huellitas
A664633,,Other,Raccoon,2013-10-06,Desconocido,Huellitas
A675411,,Other,Bat Mix,2014-03-27,Desconocido,Huellitas
A673750,,Other,Bat,2014-03-01,Desconocido,Huellitas
A691897,,Other,Bat Mix,2014-11-11,Desconocido,Huellitas
A690228,,Other,Bat Mix,2014-10-17,Desconocido,Huellitas
A000778,Benjamin,Perro,Bulldog,2024-10-08,Hembra,Huellitas
A000777,Zoe,Perro,Poodle,2022-08-01,Macho,Huellitas
A000382,Giuliana,Perro,Pastor Alemán,2024-05-26,Hembra,Huellitas
A000381,Juan Ignacio,Perro,Labrador,2016-04-01,Macho,Huellitas
A000808,Maria Emilia,Perro,Beagle,2024-12-14,Macho,Huellitas
A000386,Genaro,Perro,Beagle,2025-06-19,Macho,Huellitas
A000771,Tiziano Valentin,Perro,Pastor Alemán,2024-05-04,Macho,Huellitas
A000398,Fausto,Perro,Mestizo,2026-02-23,Macho,Huellitas
A000399,Emma,Perro,Poodle,2026-04-11,Macho,Huellitas
A000754,Camila,Perro,Bulldog,2024-02-10,Hembra,Huellitas
A000410,Tomàs,Perro,Mestizo,2021-09-04,Hembra,Huellitas
A000418,Franco,Perro,Bulldog,2025-12-09,Macho,Huellitas
A000745,Juan Pablo,Perro,Labrador,2024-12-13,Hembra,Huellitas
A000423,Facundo,Perro,Golden Retriever,2024-07-15,Hembra,Huellitas
A000424,Simon,Perro,Bulldog,2025-10-19,Hembra,Huellitas
A000307,Sofía,Perro,Golden Retriever,2021-06-28,Macho,Huellitas
A000818,Victoria,Perro,Pastor Alemán,2026-06-02,Hembra,Huellitas
A000262,Joaquina,Perro,Golden Retriever,2022-05-05,Macho,Huellitas
A000264,Catalina,Perro,Bulldog,2025-09-24,Macho,Huellitas
A000854,Nahiara Jazmin,Perro,Beagle,2021-01-28,Macho,Huellitas
A000849,Paulina,Perro,Labrador,2026-02-13,Macho,Huellitas
A000278,Francisco,Perro,Pastor Alemán,2024-08-01,Hembra,Huellitas
A000845,Josefina,Perro,Pastor Alemán,2021-09-26,Macho,Huellitas
A000281,Benjamin,Perro,Pastor Alemán,2020-10-01,Hembra,Huellitas
A000844,Lautaro,Perro,Mestizo,2022-12-08,Macho,Huellitas
A000285,Lorenzo,Perro,Chihuahua,2025-06-07,Macho,Huellitas
A683997,Knight,Perro,Pit Bull Mix,2014-08-18,Macho,Huellitas
A000297,Uma ,Perro,Bulldog,2025-05-11,Hembra,Huellitas
A000299,Ignacio,Perro,Labrador,2019-06-27,Hembra,Huellitas
A000827,Martina,Perro,Pastor Alemán,2026-05-11,Macho,Huellitas
A000374,Alvaro,Perro,Pastor Alemán,2020-02-02,Hembra,Huellitas
A000308,Ciro,Perro,Poodle,2026-04-14,Macho,Huellitas
A000312,Valentin,Perro,Mestizo,2024-01-06,Macho,Huellitas
A000821,Thiago Nahuel,Perro,Chihuahua,2021-10-09,Macho,Huellitas
A000322,Benjamin,Perro,Mestizo,2026-01-25,Macho,Huellitas
A000813,Lucía,Perro,Mestizo,2020-05-17,Macho,Huellitas
A629207,Teddy Bear,Perro,Rottweiler/German Shepherd,2014-09-26,Macho,Huellitas
A000333,Francisco,Perro,Chihuahua,2022-01-21,Macho,Huellitas
A000334,Maria Guadalupe,Perro,Beagle,2024-07-12,Hembra,Huellitas
A000338,Joaquín,Perro,Beagle,2021-07-16,Hembra,Huellitas
A000260,Josefina,Perro,Poodle,2022-02-16,Hembra,Huellitas
A000341,Lorenzo,Perro,Labrador,2021-02-02,Hembra,Huellitas
A000345,Ramiro,Perro,Pastor Alemán,2025-02-25,Hembra,Huellitas
A000790,Santino,Perro,Golden Retriever,2016-10-22,Macho,Huellitas
A545127,Ittybitty,Perro,Pit Bull Mix,2014-05-04,Macho,Huellitas
A000601,Delfina,Perro,Poodle,2021-07-02,Macho,Huellitas
A000703,Thiago Benjamin,Perro,Labrador,2023-06-28,Macho,Huellitas
A000691,Francisco,Perro,Mestizo,2018-10-02,Hembra,Huellitas
A000690,Benjamin,Perro,Pastor Alemán,2024-02-20,Macho,Huellitas
A000686,Camila,Perro,Bulldog,2022-11-18,Hembra,Huellitas
A691861,,Perro,Manchester Terrier Mix,2014-11-11,Macho,Huellitas
A000681,Renata,Perro,Poodle,2026-03-26,Macho,Huellitas
A000574,Mateo Agustin,Perro,Golden Retriever,2025-01-25,Hembra,Huellitas
A000582,Francisco,Perro,Chihuahua,2025-04-08,Macho,Huellitas
A000674,Simon,Perro,Pastor Alemán,2025-11-30,Macho,Huellitas
A000673,Priscila,Perro,Golden Retriever,2026-03-01,Hembra,Huellitas
A000588,Valentina Jazmin,Perro,Labrador,2025-06-02,Macho,Huellitas
A000593,Nicolas,Perro,Poodle,2023-08-09,Hembra,Huellitas
A000597,Bautista,Perro,Bulldog,2024-07-09,Hembra,Huellitas
A000599,Juan Bautista,Perro,Poodle,2022-02-04,Macho,Huellitas
A000539,Santino Ezequiel,Perro,Golden Retriever,2026-04-04,Hembra,Huellitas
A000603,Catalina,Perro,Mestizo,2023-10-22,Hembra,Huellitas
A000672,Justina,Perro,Beagle,2024-12-30,Macho,Huellitas
A000613,Camilo,Perro,Beagle,2026-03-20,Macho,Huellitas
A000614,Luciana,Perro,Chihuahua,2026-01-16,Macho,Huellitas
A000621,Francisco,Perro,Chihuahua,2022-01-04,Hembra,Huellitas
A000667,Felipe,Perro,Poodle,2023-12-29,Hembra,Huellitas
A000664,Thiago Valentin,Perro,Mestizo,2025-10-17,Hembra,Huellitas
A680977,,Perro,Jack Russell Terrier Mix,2014-06-10,Macho,Huellitas
A000656,Maria Luz,Perro,Labrador,2018-12-27,Macho,Huellitas
A000651,Juana,Perro,Pastor Alemán,2024-08-09,Hembra,Huellitas
A000641,Luz Milagros,Perro,Poodle,2018-06-22,Hembra,Huellitas
A000642,Bautista,Perro,Labrador,2024-02-18,Macho,Huellitas
A000646,Alma Jazmin,Perro,Mestizo,2018-05-07,Macho,Huellitas
A000721,Juana,Perro,Chihuahua,2026-02-21,Macho,Huellitas
A000432,Catalina,Perro,Golden Retriever,2022-10-03,Macho,Huellitas
A000438,Bruno,Perro,Poodle,2026-04-19,Hembra,Huellitas
A000741,Isabella,Perro,Beagle,2025-04-01,Macho,Huellitas
A000739,Valentino,Perro,Labrador,2021-06-20,Macho,Huellitas
A000446,Morena Jazmin,Perro,Beagle,2021-02-24,Hembra,Huellitas
A000450,Simon,Perro,Bulldog,2026-04-09,Hembra,Huellitas
A000453,Benjamin,Perro,Chihuahua,2025-12-20,Hembra,Huellitas
A678398,Unique,Perro,Rottweiler Mix,2014-05-08,Macho,Huellitas
A000735,Juan Ignacio,Perro,Beagle,2019-05-06,Hembra,Huellitas
A000478,Martin,Perro,Pastor Alemán,2025-07-16,Macho,Huellitas
A000481,Renata,Perro,Chihuahua,2018-07-14,Macho,Huellitas
A000729,Thiago Valentin,Perro,Golden Retriever,2022-10-15,Macho,Huellitas
A000497,Luisana,Perro,Bulldog,2024-08-04,Macho,Huellitas
A000500,Julia,Perro,Beagle,2023-11-19,Macho,Huellitas
A000428,Thiago Leonel,Perro,Mestizo,2023-04-02,Hembra,Huellitas
A000504,Benjamin,Perro,Pastor Alemán,2024-02-19,Macho,Huellitas
A000718,Abril,Perro,Bulldog,2019-08-03,Hembra,Huellitas
A000716,Bruno,Perro,Bulldog,2025-04-05,Macho,Huellitas
A000513,Josefina,Perro,Chihuahua,2026-05-31,Macho,Huellitas
A000515,Antonella,Perro,Bulldog,2023-08-22,Hembra,Huellitas
A000517,Emilia,Perro,Golden Retriever,2025-03-26,Hembra,Huellitas
A000518,Lucas,Perro,Pastor Alemán,2019-04-11,Macho,Huellitas
A000713,Nina,Perro,Beagle,2023-04-06,Macho,Huellitas
A000522,Valentina,Perro,Chihuahua,2021-12-31,Hembra,Huellitas
A000525,Thiago Ezequiel,Perro,Labrador,2023-09-18,Macho,Huellitas
A000529,Emilia,Perro,Chihuahua,2017-08-05,Macho,Huellitas
A000534,Martina,Perro,Pastor Alemán,2024-11-23,Macho,Huellitas
A000538,Matias,Perro,Beagle,2025-10-23,Hembra,Huellitas
A000143,Emma,Perro,Chihuahua,2022-07-31,Macho,Huellitas
A000088,Franco,Perro,Pastor Alemán,2018-08-01,Hembra,Huellitas
A690217,Moose,Perro,Great Pyrenees Mix,2014-10-22,Macho,Huellitas
A000941,Abril,Perro,Chihuahua,2021-12-22,Hembra,Huellitas
A000936,Paloma,Perro,Pastor Alemán,2022-01-10,Macho,Huellitas
A000931,Enzo,Perro,Bulldog,2022-08-02,Hembra,Huellitas
A000114,Olivia,Perro,Chihuahua,2022-01-29,Macho,Huellitas
A000119,Augusto,Perro,Chihuahua,2025-03-17,Hembra,Huellitas
A000924,Lautaro Ezequiel,Perro,Beagle,2026-02-12,Hembra,Huellitas
A000124,Benicio,Perro,Chihuahua,2026-02-17,Macho,Huellitas
A632020,Rocky,Perro,Labrador Retriever Mix,2013-11-26,Macho,Huellitas
A000135,Dante,Perro,Poodle,2025-10-24,Hembra,Huellitas
A686842,Herman,Perro,Staffordshire,2014-09-07,Macho,Huellitas
A691355,Jonny Cash,Perro,Boxer/Labrador Retriever,2014-11-04,Macho,Huellitas
A000082,Octavio,Perro,Chihuahua,2025-09-17,Macho,Huellitas
A000908,Gabriel,Perro,Golden Retriever,2021-04-07,Hembra,Huellitas
A000147,Benjamin,Perro,Chihuahua,2022-05-07,Hembra,Huellitas
A000902,Lola,Perro,Labrador,2023-04-29,Macho,Huellitas
A000151,Luz Milagros,Perro,Golden Retriever,2024-04-17,Hembra,Huellitas
A000153,Priscila,Perro,Golden Retriever,2022-09-04,Hembra,Huellitas
A000154,Jeremias,Perro,Bulldog,2025-03-18,Macho,Huellitas
A000156,Joaquin,Perro,Bulldog,2022-07-06,Hembra,Huellitas
A000158,Morena,Perro,Mestizo,2019-10-30,Macho,Huellitas
A000893,Delfina,Perro,Mestizo,2024-02-24,Hembra,Huellitas
A000174,Bianca,Perro,Beagle,2023-11-27,Hembra,Huellitas
A000177,Maria Emilia,Perro,Beagle,2025-06-23,Macho,Huellitas
A467387,Princess,Perro,Boxer Mix,2014-03-19,Macho,Huellitas
A000044,Camila,Perro,Beagle,2023-05-24,Macho,Huellitas
A686297,Boss,Perro,Pit Bull Mix,2014-08-29,Macho,Huellitas
A000991,Juan David,Perro,Labrador,2025-11-30,Hembra,Huellitas
A683992,,Perro,Chihuahua Longhair Mix,2014-07-22,Macho,Huellitas
A000006,Benicio,Perro,Golden Retriever,2026-04-10,Hembra,Huellitas
A000988,Thiago Benjamin,Perro,Bulldog,2026-01-17,Macho,Huellitas
A000985,Josefina,Perro,Mestizo,2022-08-13,Macho,Huellitas
A000017,Bautista,Perro,Chihuahua,2019-08-05,Macho,Huellitas
A000021,Victoria,Perro,Pastor Alemán,2023-02-25,Macho,Huellitas
A000983,Pedro,Perro,Beagle,2025-05-10,Macho,Huellitas
A681449,Buster,Perro,Dogo Argentino Mix,2014-07-23,Macho,Huellitas
A000978,Ciro Benjamin,Perro,Mestizo,2022-01-03,Hembra,Huellitas
A000037,Gael,Perro,Pastor Alemán,2023-02-01,Hembra,Huellitas
A580685,Bella,Perro,Pit Bull Mix,2014-03-25,Macho,Huellitas
A000131,Sofia Belen,Perro,Pastor Alemán,2026-04-21,Hembra,Huellitas
A000966,Emilia,Perro,Labrador,2023-03-21,Hembra,Huellitas
A000963,Pedro,Perro,Mestizo,2023-03-26,Macho,Huellitas
A000957,Guillermina,Perro,Mestizo,2023-01-03,Macho,Huellitas
A000951,Zoe Jazmin,Perro,Mestizo,2023-08-20,Hembra,Huellitas
A000067,Simon,Perro,Labrador,2025-02-23,Macho,Huellitas
A000069,Sofia,Perro,Beagle,2019-03-31,Macho,Huellitas
A000948,Luca,Perro,Golden Retriever,2019-05-24,Macho,Huellitas
A000073,Dylan Ezequiel,Perro,Golden Retriever,2021-03-25,Hembra,Huellitas
A000074,Benjamin,Perro,Pastor Alemán,2024-06-04,Hembra,Huellitas
A000075,Juan Gabriel,Perro,Pastor Alemán,2025-07-18,Macho,Huellitas
A000078,Juliana,Perro,Mestizo,2017-07-14,Hembra,Huellitas
A000079,Bautista,Perro,Beagle,2020-11-08,Macho,Huellitas
A000860,Martina,Perro,Poodle,2024-09-28,Macho,Huellitas
A000203,Victoria,Perro,Golden Retriever,2023-02-08,Macho,Huellitas
A000202,Mateo,Perro,Poodle,2025-02-07,Macho,Huellitas
A000231,Julian,Perro,Pastor Alemán,2021-05-06,Hembra,Huellitas
A000235,Catalina,Perro,Mestizo,2025-05-09,Macho,Huellitas
A000196,Benjamin,Perro,Beagle,2024-05-11,Macho,Huellitas
A000236,Martina,Perro,Bulldog,2022-05-14,Macho,Huellitas
A000237,Bautista,Perro,Mestizo,2023-02-18,Macho,Huellitas
A000212,Santino Agustin,Perro,Mestizo,2025-06-01,Macho,Huellitas
A000240,Clara,Perro,Beagle,2026-05-26,Macho,Huellitas
A000863,Matilda,Perro,Poodle,2024-01-18,Hembra,Huellitas
A000242,Julieta,Perro,Poodle,2024-05-29,Hembra,Huellitas
A000230,Julieta,Perro,Golden Retriever,2023-03-12,Macho,Huellitas
A000867,Mia Morena,Perro,Poodle,2026-05-25,Hembra,Huellitas
A000224,Lucía ,Perro,Beagle,2020-04-30,Macho,Huellitas
A000868,Thiago Benjamin,Perro,Pastor Alemán,2021-09-04,Macho,Huellitas
A000862,Benjamin,Perro,Mestizo,2025-07-18,Hembra,Huellitas
A000245,Maximo,Perro,Bulldog,2024-06-19,Macho,Huellitas
A000874,Lorenzo,Perro,Golden Retriever,2020-09-09,Macho,Huellitas
A000057,Salvador,Gato,Mestizo,2017-06-24,Macho,Patitas Felices
A000291,Delfina,Gato,Persa,2022-08-11,Macho,Patitas Felices
A000553,Thiago Agustin,Gato,Ragdoll,2026-04-04,Macho,Patitas Felices
A000883,Renata,Gato,Doméstico de pelo corto,2025-05-25,Macho,Patitas Felices
A000956,Santino Benjamin,Gato,Ragdoll,2022-08-05,Hembra,Patitas Felices
A000708,Mia,Gato,Bengalí,2022-04-04,Macho,Patitas Felices
A688059,Tina,Gato,Domestic Shorthair Mix,2014-09-17,Macho,Patitas Felices
A000953,Malena,Gato,Siamés,2024-10-28,Macho,Patitas Felices
A000094,Maria Luz,Gato,Persa,2018-05-07,Hembra,Patitas Felices
A000942,Facundo,Gato,Bengalí,2023-07-16,Hembra,Patitas Felices
A000536,Alvaro,Gato,Maine Coon,2023-07-11,Hembra,Patitas Felices
A689146,,Gato,Domestic Shorthair Mix,2014-10-01,Macho,Patitas Felices
A000510,Zoe Jazmin,Gato,Doméstico de pelo corto,2025-04-28,Hembra,Patitas Felices
A673970,,Gato,Domestic Shorthair Mix,2014-03-07,Macho,Patitas Felices
A000295,Antonella,Gato,Persa,2022-03-05,Macho,Patitas Felices
A000837,Julia,Gato,Mestizo,2020-05-22,Hembra,Patitas Felices
A000869,Julieta,Gato,Persa,2021-07-18,Hembra,Patitas Felices
A000516,Agustín,Gato,Siamés,2024-08-24,Macho,Patitas Felices
A000532,Tiziano Benjamin,Gato,Mestizo,2025-05-22,Hembra,Patitas Felices
A000950,Felicitas,Gato,Bengalí,2025-09-26,Macho,Patitas Felices
A000526,Alejo,Gato,Persa,2023-08-26,Hembra,Patitas Felices
A681157,,Gato,Domestic Shorthair Mix,2014-06-13,Macho,Patitas Felices
A690927,,Gato,Domestic Shorthair Mix,2014-10-28,Macho,Patitas Felices
A000243,Mia,Gato,Mestizo,2023-08-26,Macho,Patitas Felices
A000992,Sebastian,Gato,Doméstico de pelo corto,2024-05-02,Macho,Patitas Felices
A000638,Maximiliano,Gato,Ragdoll,2026-05-22,Macho,Patitas Felices
A000002,Luisana,Gato,Siamés,2026-02-28,Macho,Patitas Felices
A000003,Isabella,Gato,Siamés,2024-09-01,Macho,Patitas Felices
A000634,Malena,Gato,Siamés,2024-10-15,Macho,Patitas Felices
A000632,Simon,Gato,Maine Coon,2026-01-20,Hembra,Patitas Felices
A000657,Facundo,Gato,Bengalí,2025-10-06,Macho,Patitas Felices
A000005,Valentina Jazmin,Gato,Persa,2022-05-18,Hembra,Patitas Felices
A000244,Emma,Gato,Mestizo,2024-06-01,Hembra,Patitas Felices
A000268,Santino,Gato,Mestizo,2023-05-14,Hembra,Patitas Felices
A000986,Ignacio,Gato,Persa,2023-03-27,Hembra,Patitas Felices
A000669,Jazmin,Gato,Bengalí,2022-01-10,Macho,Patitas Felices
A000270,Maria Victoria,Gato,Siamés,2025-09-27,Hembra,Patitas Felices
A000617,Máximo,Gato,Siamés,2024-12-10,Hembra,Patitas Felices
A000961,Milagros,Gato,Doméstico de pelo corto,2020-05-23,Macho,Patitas Felices
A000019,Agostina,Gato,Doméstico de pelo corto,2021-04-14,Macho,Patitas Felices
A000848,Santino,Gato,Doméstico de pelo corto,2026-04-09,Macho,Patitas Felices
A679292,,Gato,Domestic Shorthair Mix,2014-05-22,Macho,Patitas Felices
A000981,Ambar,Gato,Mestizo,2024-04-29,Hembra,Patitas Felices
A000596,Valentina,Gato,Bengalí,2018-07-07,Hembra,Patitas Felices
A000041,Emma,Gato,Persa,2024-07-05,Hembra,Patitas Felices
A000048,Lucia,Gato,Bengalí,2023-10-09,Macho,Patitas Felices
A000581,Thiago Nahuel,Gato,Persa,2024-06-23,Macho,Patitas Felices
A000677,Felicitas,Gato,Bengalí,2024-02-02,Hembra,Patitas Felices
A000572,Paula,Gato,Bengalí,2025-09-23,Macho,Patitas Felices
A000287,Valentino,Gato,Mestizo,2021-08-08,Hembra,Patitas Felices
A000053,Joaquina,Gato,Siamés,2026-04-14,Hembra,Patitas Felices
A000563,Maximo,Gato,Bengalí,2024-03-27,Macho,Patitas Felices
A000841,Nicolas,Gato,Bengalí,2025-03-08,Hembra,Patitas Felices
