animal_id,nombre,tipo,raza,fecha_ingreso,sexo,refugio
A000159,Constantino,Perro,Bulldog,2024-12-30,Hembra,Huellitas
A000853,Mia Jazmin,Perro,Labrador,2023-07-03,Macho,Huellitas
A000164,Dante,Perro,Chihuahua,2024-03-25,Hembra,Huellitas
A000168,Agustín,Perro,Mestizo,2022-05-29,Hembra,Huellitas
A000850,Mia,Perro,Labrador,2025-03-21,Macho,Huellitas
A000170,Lautaro Benjamin,Perro,Beagle,2025-09-19,Macho,Huellitas
A000177,Valentina,Perro,Bulldog,2018-07-12,Hembra,Huellitas
A000951,Lautaro Gabriel,Perro,Pastor Alemán,2026-02-26,Macho,Huellitas
A000991,Maia,Perro,Beagle,2021-03-07,Macho,Huellitas
A000012,Julia,Perro,Chihuahua,2026-04-24,Hembra,Huellitas
A000984,Santino,Perro,Mestizo,2025-02-05,Macho,Huellitas
A000020,Mateo,Perro,Golden Retriever,2018-12-23,Hembra,Huellitas
A000021,Guillermina,Perro,Golden Retriever,2021-02-11,Macho,Huellitas
A000024,Isabella,Perro,Golden Retriever,2026-02-13,Macho,Huellitas
A000982,Olivia,Perro,Bulldog,2025-12-27,Hembra,Huellitas
A000979,Juan Francisco,Perro,Beagle,2026-01-01,Macho,Huellitas
A000975,Bautista,Perro,Mestizo,2025-10-11,Macho,Huellitas
A000968,Luisina,Perro,Bulldog,2020-02-01,Hembra,Huellitas
A000046,Lorenzo,Perro,Beagle,2019-12-11,Macho,Huellitas
A000963,Tiziana,Perro,Beagle,2024-12-13,Hembra,Huellitas
A000304,Juan Cruz,Perro,Bulldog,2026-02-27,Macho,Huellitas
A000938,Lautaro Nicolas,Perro,Pastor Alemán,2022-08-07,Hembra,Huellitas
A000058,Julia,Perro,Labrador,2026-05-29,Hembra,Huellitas
A000062,Juan Ignacio,Perro,Pastor Alemán,2023-06-18,Macho,Huellitas
A000937,Josefina,Perro,Chihuahua,2023-06-01,Hembra,Huellitas
A000072,Martina,Perro,Poodle,2018-10-14,Macho,Huellitas
A000924,Juan Ignacio,Perro,Chihuahua,2022-12-18,Hembra,Huellitas
A000080,Agustin,Perro,Beagle,2026-05-29,Hembra,Huellitas
A000084,Joaquin,Perro,Poodle,2025-12-23,Hembra,Huellitas
A000088,Bautista,Perro,Labrador,2025-04-18,Macho,Huellitas
A000917,Tiziana,Perro,Mestizo,2026-05-23,Macho,Huellitas
A000915,Matias,Perro,Bulldog,2023-11-09,Macho,Huellitas
A000098,Ramiro,Perro,Mestizo,2022-01-31,Macho,Huellitas
A000231,Santino,Perro,Pastor Alemán,2025-02-02,Hembra,Huellitas
A000826,Paloma,Perro,Poodle,2026-03-01,Hembra,Huellitas
A000215,Benjamin,Perro,Bulldog,2026-03-13,Hembra,Huellitas
A000218,Santino,Perro,Beagle,2025-11-11,Macho,Huellitas
A000775,Mateo,Perro,Pastor Alemán,2026-03-02,Macho,Huellitas
A000279,Tomas,Perro,Pastor Alemán,2021-06-19,Macho,Huellitas
A000220,Thiago,Perro,Beagle,2019-09-28,Hembra,Huellitas
A000221,Maria Victoria,Perro,Golden Retriever,2019-08-26,Macho,Huellitas
A000225,Angelina,Perro,Golden Retriever,2024-10-21,Macho,Huellitas
A000228,Tobias,Perro,Mestizo,2026-05-26,Macho,Huellitas
A000274,Isabella,Perro,Pastor Alemán,2020-02-25,Hembra,Huellitas
A000184,Ludmila,Perro,Pastor Alemán,2020-02-09,Macho,Huellitas
A000790,Alma,Perro,Mestizo,2024-09-19,Hembra,Huellitas
A000815,Sofia,Perro,Mestizo,2025-02-12,Hembra,Huellitas
A000811,Matilda,Perro,Chihuahua,2025-02-22,Macho,Huellitas
A000242,Isabel,Perro,Bulldog,2024-11-03,Hembra,Huellitas
A000268,Luciana,Perro,Pastor Alemán,2024-05-17,Hembra,Huellitas
A000796,Lisandro,Perro,Beagle,2020-08-09,Macho,Huellitas
A000254,Juan Cruz,Perro,Beagle,2022-08-24,Macho,Huellitas
A000260,Catalina,Perro,Beagle,2020-03-16,Macho,Huellitas
A000798,Lara,Perro,Mestizo,2026-02-17,Hembra,Huellitas
A000191,Ambar,Perro,Poodle,2026-01-09,Macho,Huellitas
A000192,Delfina,Perro,Mestizo,2025-05-10,Macho,Huellitas
A000302,Alvaro,Perro,Pastor Alemán,2023-05-26,Macho,Huellitas
A000768,Ignacio,Perro,Chihuahua,2018-06-07,Hembra,Huellitas
A000198,Isabella,Perro,Mestizo,2025-10-03,Macho,Huellitas
A000199,Catalina,Perro,Beagle,2024-01-04,Macho,Huellitas
A000292,Jeremias,Perro,Bulldog,2023-03-12,Hembra,Huellitas
A000307,Julieta,Perro,Golden Retriever,2025-11-16,Macho,Huellitas
A000289,Franco,Perro,Beagle,2026-02-12,Hembra,Huellitas
A000840,Isabella,Perro,Pastor Alemán,2019-12-20,Hembra,Huellitas
A000828,Julian,Perro,Beagle,2025-10-10,Hembra,Huellitas
A000845,Thiago,Perro,Chihuahua,2026-05-04,Hembra,Huellitas
A000209,Gabriel,Perro,Bulldog,2026-05-12,Macho,Huellitas
A000210,Simon,Perro,Golden Retriever,2024-10-28,Macho,Huellitas
A000841,Thiago Benjamin,Perro,Chihuahua,2024-09-01,Hembra,Huellitas
A000606,Valentina Jazmin,Gato,Persa,2026-01-03,Hembra,Patitas Felices
A000762,Juan Manuel,Gato,Siamés,2026-05-09,Macho,Patitas Felices
A000795,Alma Valentina,Gato,Persa,2022-06-02,Hembra,Patitas Felices
A000941,Victoria,Gato,Persa,2022-08-21,Hembra,Patitas Felices
A000573,Victoria,Gato,Ragdoll,2026-01-04,Hembra,Patitas Felices
A000992,Mateo Benjamin,Gato,Bengalí,2019-01-18,Macho,Patitas Felices
A000942,Nina,Gato,Maine Coon,2018-04-09,Macho,Patitas Felices
A000950,Mateo,Gato,Persa,2022-05-21,Macho,Patitas Felices
A000986,Facundo,Gato,Bengalí,2024-10-29,Macho,Patitas Felices
A000967,Matias,Gato,Siamés,2026-04-06,Hembra,Patitas Felices
A000601,Ciro Benjamin,Gato,Siamés,2026-04-24,Macho,Patitas Felices
A000752,Julieta,Gato,Maine Coon,2024-09-06,Macho,Patitas Felices
A000776,Jazmin,Gato,Siamés,2025-12-22,Macho,Patitas Felices
A000970,Agustin,Gato,Persa,2021-05-19,Hembra,Patitas Felices
A000978,Milagros,Gato,Ragdoll,2024-06-13,Macho,Patitas Felices
A000997,Pilar,Gato,Mestizo,2023-12-29,Macho,Patitas Felices
A000981,Francesca,Gato,Bengalí,2025-09-08,Macho,Patitas Felices
A000726,Isabella,Gato,Bengalí,2020-09-19,Macho,Patitas Felices
A000691,Isabella,Gato,Siamés,2022-03-25,Macho,Patitas Felices
A000678,Dylan Ezequiel,Gato,Siamés,2026-01-21,Macho,Patitas Felices
A000676,Santino,Gato,Maine Coon,2023-10-26,Macho,Patitas Felices
A000670,Thiago,Gato,Bengalí,2024-09-25,Hembra,Patitas Felices
A000661,Jeremias,Gato,Ragdoll,2025-08-09,Hembra,Patitas Felices
A000855,Joaquin,Gato,Maine Coon,2025-10-15,Macho,Patitas Felices
A000856,Florencia,Gato,Bengalí,2025-07-23,Hembra,Patitas Felices
A000705,Ana Paula,Gato,Siamés,2020-11-30,Hembra,Patitas Felices
A000835,Francisco,Gato,Mestizo,2022-03-03,Hembra,Patitas Felices
A000714,Felipe,Gato,Doméstico de pelo corto,2018-04-03,Macho,Patitas Felices
A000822,Bautista Benjamin,Gato,Persa,2025-07-08,Hembra,Patitas Felices
A000876,Juana,Gato,Doméstico de pelo corto,2025-08-18,Hembra,Patitas Felices
A000880,Sofia,Gato,Maine Coon,2024-02-18,Macho,Patitas Felices
A000724,Sebastian,Gato,Doméstico de pelo corto,2025-09-02,Macho,Patitas Felices
A000931,Joaquin,Gato,Mestizo,2025-05-25,Hembra,Patitas Felices
A000891,Octavio,Gato,Bengalí,2025-07-25,Hembra,Patitas Felices
A000894,Santino Benjamin,Gato,Persa,2024-07-05,Macho,Patitas Felices
A000630,Thiago Nahuel,Gato,Maine Coon,2020-01-24,Macho,Patitas Felices
A000906,Ciro,Gato,Mestizo,2024-12-11,Macho,Patitas Felices
A000626,Benjamin,Gato,Maine Coon,2025-10-03,Macho,Patitas Felices
A000734,Lourdes,Gato,Ragdoll,2025-09-01,Hembra,Patitas Felices
A000818,Thiago Nicolas,Gato,Ragdoll,2023-01-02,Macho,Patitas Felices
A000913,Bruno,Gato,Siamés,2025-12-11,Macho,Patitas Felices
A000621,Catalina,Gato,Bengalí,2026-05-15,Hembra,Patitas Felices
A000616,Santiago Benjamin,Gato,Bengalí,2022-04-07,Macho,Patitas Felices
A000920,Valentin,Gato,Maine Coon,2025-11-16,Macho,Patitas Felices
A000805,Lucía,Gato,Doméstico de pelo corto,2021-03-27,Macho,Patitas Felices
A000923,Luz Maria,Gato,Ragdoll,2025-01-03,Hembra,Patitas Felices
A000742,Bastian,Gato,Persa,2026-03-28,Macho,Patitas Felices
A000376,Benjamin,Gato,Maine Coon,2019-07-10,Hembra,Patitas Felices
A000333,Francisco,Gato,Ragdoll,2026-03-16,Macho,Patitas Felices
A000337,Benjamin,Gato,Maine Coon,2018-04-15,Macho,Patitas Felices
A000104,Giovanni,Gato,Siamés,2022-11-06,Macho,Patitas Felices
A000363,Sebastian,Gato,Doméstico de pelo corto,2025-09-02,Macho,Patitas Felices
A000097,Isabella,Gato,Ragdoll,2022-07-31,Macho,Patitas Felices
A000091,Juan Ignacio,Gato,Maine Coon,2026-02-26,Hembra,Patitas Felices
A000090,Ramiro,Gato,Mestizo,2018-10-06,Macho,Patitas Felices
A000087,Luisina,Gato,Persa,2023-07-09,Hembra,Patitas Felices
A000371,Jazmín,Gato,Bengalí,2026-04-02,Macho,Patitas Felices
A000086,Josefina,Gato,Mestizo,2025-04-17,Hembra,Patitas Felices
A000121,Renata,Gato,Maine Coon,2024-12-02,Hembra,Patitas Felices
A000077,Tomas,Gato,Mestizo,2025-04-03,Hembra,Patitas Felices
A000070,Julieta,Gato,Persa,2022-11-20,Hembra,Patitas Felices
A000394,Mora,Gato,Bengalí,2025-09-24,Macho,Patitas Felices
A000402,Pilar,Gato,Persa,2025-11-19,Hembra,Patitas Felices
A000407,Victoria,Gato,Ragdoll,2025-08-10,Macho,Patitas Felices
A000056,Bruno,Gato,Siamés,2023-05-26,Macho,Patitas Felices
A000410,Ciro,Gato,Ragdoll,2024-07-06,Macho,Patitas Felices
A000412,Paula,Gato,Bengalí,2021-05-11,Hembra,Patitas Felices
A000052,Dylan Ezequiel,Gato,Persa,2019-08-05,Hembra,Patitas Felices
A000413,Julia,Gato,Doméstico de pelo corto,2026-01-13,Hembra,Patitas Felices
A000186,Benjamin Alejandro,Gato,Doméstico de pelo corto,2024-11-29,Macho,Patitas Felices
A000214,Dante,Gato,Siamés,2024-08-26,Hembra,Patitas Felices
A000232,Luz Maria,Gato,Bengalí,2025-12-10,Macho,Patitas Felices
A000205,Joaquin,Gato,Siamés,2023-07-16,Hembra,Patitas Felices
A000238,Benjamin,Gato,Persa,2025-02-06,Macho,Patitas Felices
A000239,Martina,Gato,Ragdoll,2023-09-12,Hembra,Patitas Felices
A000248,Sofia,Gato,Mestizo,2021-08-16,Hembra,Patitas Felices
A000204,Juan Ignacio,Gato,Bengalí,2025-11-03,Hembra,Patitas Felices
A000203,Guadalupe,Gato,Persa,2019-03-28,Hembra,Patitas Felices
A000200,Delfina,Gato,Ragdoll,2026-05-03,Macho,Patitas Felices
A000251,Elena,Gato,Siamés,2021-10-28,Hembra,Patitas Felices
A000566,Luca,Gato,Doméstico de pelo corto,2022-09-29,Hembra,Patitas Felices
A000261,Bruno,Gato,Doméstico de pelo corto,2026-05-13,Hembra,Patitas Felices
A000286,Maximo,Gato,Bengalí,2024-12-26,Macho,Patitas Felices
A000141,Thiago Benjamin,Gato,Ragdoll,2022-09-14,Macho,Patitas Felices
A000137,Victoria,Gato,Maine Coon,2022-06-23,Hembra,Patitas Felices
A000317,Guadalupe,Gato,Maine Coon,2024-06-22,Hembra,Patitas Felices
A000124,Felipe,Gato,Siamés,2021-04-25,Macho,Patitas Felices
A000123,Delfina,Gato,Mestizo,2025-10-22,Hembra,Patitas Felices
A000122,Bautista,Gato,Mestizo,2026-04-15,Macho,Patitas Felices
A000326,Lautaro,Gato,Ragdoll,2026-05-14,Macho,Patitas Felices
A000449,Benjamin,Gato,Maine Coon,2019-01-31,Macho,Patitas Felices
A000515,Ludmila,Gato,Mestizo,2026-02-28,Macho,Patitas Felices
A000503,Valentina,Gato,Bengalí,2022-03-18,Hembra,Patitas Felices
A000502,Valentina ,Gato,Ragdoll,2024-11-16,Macho,Patitas Felices
A000422,Victoria,Gato,Ragdoll,2024-04-07,Hembra,Patitas Felices
A000516,Isabella,Gato,Siamés,2020-10-25,Hembra,Patitas Felices
A000483,Isabella,Gato,Maine Coon,2024-07-13,Hembra,Patitas Felices
A000526,Francesca,Gato,Doméstico de pelo corto,2022-10-03,Macho,Patitas Felices
A000041,Mora,Gato,Ragdoll,2024-01-23,Macho,Patitas Felices
A000043,Federico,Gato,Persa,2023-08-10,Hembra,Patitas Felices
A000457,Nicolas,Gato,Ragdoll,2020-12-08,Hembra,Patitas Felices
A000454,Emilia,Gato,Persa,2024-08-18,Macho,Patitas Felices
A000448,Tiziana,Gato,Bengalí,2025-12-30,Hembra,Patitas Felices
A000018,Luciana,Gato,Ragdoll,2018-05-15,Macho,Patitas Felices
A000534,Francisco,Gato,Ragdoll,2022-09-21,Hembra,Patitas Felices
A000048,Alejo,Gato,Siamés,2021-01-29,Hembra,Patitas Felices
A000004,Valentina,Gato,Bengalí,2026-01-31,Hembra,Patitas Felices
A000050,Thiago,Gato,Maine Coon,2025-05-15,Hembra,Patitas Felices
A000434,Fausto,Gato,Bengalí,2024-07-31,Macho,Patitas Felices
